Brand,Model,Launch Year,Segment,Fuel Type,Fuel_Type_Group,Variants,Minimum_Price (Lakhs),Maximum_Price (Lakhs),Average_price(Lakhs),Price_INR,Price_Category,Is EV?,Performance,,Notable Features
Force,Gurkha,2017,Sedan,Diesel,Diesel,12,6,15,10.5,1050000,Mid Range,No,24.7 kmpl,24.7,"Hill Hold, ESC, ADAS, Power Windows, Leather Seats, Ventilated Seats, AC, Wireless Charging, Connected Car"
Kia,Carens,2022,Electric Hatchback,Petrol,Petrol,21,6,12,9.0,900000,Mid Range,No,21.6 kmpl,21.6,"360 Camera, ADAS, ESC, ABS, Cruise Control, Power Windows, Touchscreen, Voice Control"
Citroen,C3,2016,Luxury,Petrol/Diesel,Hybrid,7,30,100,65.0,6500000,Luxury,No,21.7 kmpl,21.7,"Airbags, ESC, Hill Hold, 360 Camera, Ventilated Seats, AC, Sunroof, Voice Control, Wireless Charging, Apple CarPlay"
Skoda,Kushaq,2021,Hatchback,Petrol,Petrol,22,3.5,8.5,6.0,600000,Entry Level,No,16.8 kmpl,16.8,"EBD, ADAS, Touchscreen, AC, Leather Seats, Apple CarPlay, HUD"
Toyota,Hilux,2022,Sedan,Electric,EV,15,7.2,19.5,13.4,1335000,Mid Range,Yes,263 km range,263,"Hill Hold, ADAS, Power Windows, Leather Seats, AC, Cruise Control, Connected Car, Apple CarPlay, HUD"
Jeep,Compass,2015,Hatchback,Diesel,Diesel,2,3.5,8.5,6.0,600000,Entry Level,No,20.3 kmpl,20.3,"ESC, EBD, ABS, 360 Camera, Leather Seats, Cruise Control, Power Windows, Wireless Charging"
Force,Gurkha,2021,Sedan,Electric,EV,22,7.2,19.5,13.4,1335000,Mid Range,Yes,259 km range,259,"EBD, 360 Camera, ESC, Hill Hold, Ventilated Seats, Touchscreen, Leather Seats, Power Windows, Sunroof, Voice Control, Wireless Charging"
BMW,X1,2023,Compact SUV,Petrol,Petrol,21,7,18,12.5,1250000,Mid Range,No,17.6 kmpl,17.6,"ESC, Airbags, 360 Camera, Ventilated Seats, AC, Leather Seats, Wireless Charging, Apple CarPlay"
BYD,Atto 3,2023,Compact SUV,Diesel,Diesel,18,7,18,12.5,1250000,Mid Range,No,20.5 kmpl,20.5,"EBD, 360 Camera, Cruise Control, Power Windows, Touchscreen, Voice Control"
BYD,E6,2019,Hatchback,Electric,EV,6,4.2,11.05,7.6,762500,Entry Level,Yes,349 km range,349,"Airbags, Hill Hold, EBD, 360 Camera, AC, Power Windows, Leather Seats, Touchscreen, Voice Control"
BYD,E6,2022,MPV,Petrol,Petrol,24,8,20,14.0,1400000,Mid Range,No,24.2 kmpl,24.2,"Hill Hold, EBD, ABS, Leather Seats, Power Windows, Cruise Control, Ventilated Seats, Android Auto, Voice Control"
Kia,Seltos,2018,Compact SUV,Petrol,Petrol,22,7,18,12.5,1250000,Mid Range,No,23.3 kmpl,23.3,"TPMS, 360 Camera, Ventilated Seats, AC, Touchscreen, Cruise Control, Apple CarPlay"
BYD,Atto 3,2020,Hatchback,Petrol,Petrol,18,3.5,8.5,6.0,600000,Entry Level,No,18.1 kmpl,18.1,"TPMS, Hill Hold, Airbags, Cruise Control, Power Windows, Leather Seats, Android Auto, Wireless Charging"
MG,Astor,2021,SUV,Petrol,Petrol,5,10,30,20.0,2000000,Upper Mid,No,16.9 kmpl,16.9,"ESC, TPMS, Ventilated Seats, Touchscreen, Power Windows, Leather Seats, Wireless Charging, Connected Car, Apple CarPlay"
Kia,EV6,2018,Hatchback,Petrol,Petrol,15,3.5,8.5,6.0,600000,Entry Level,No,23.6 kmpl,23.6,"EBD, ABS, Airbags, Ventilated Seats, Leather Seats, Touchscreen, Sunroof, Cruise Control, Voice Control, HUD"
Force,Gurkha,2018,MPV,Diesel,Diesel,20,8,20,14.0,1400000,Mid Range,No,23.2 kmpl,23.2,"EBD, Airbags, 360 Camera, Power Windows, AC, Ventilated Seats, Voice Control, Wireless Charging"
Volkswagen,Virtus,2016,Hatchback,Diesel,Diesel,2,3.5,8.5,6.0,600000,Entry Level,No,20.6 kmpl,20.6,"ADAS, TPMS, EBD, Airbags, AC, Ventilated Seats, Power Windows, Cruise Control, Voice Control, HUD"
MG,Comet EV,2020,SUV,Diesel,Diesel,25,10,30,20.0,2000000,Upper Mid,No,22.0 kmpl,22,"TPMS, Hill Hold, Sunroof, Leather Seats, AC, Wireless Charging, Apple CarPlay"
Audi,Q3,2016,MPV,Diesel,Diesel,9,8,20,14.0,1400000,Mid Range,No,18.9 kmpl,18.9,"Hill Hold, TPMS, EBD, Power Windows, Touchscreen, Leather Seats, Sunroof, Ventilated Seats, HUD, Connected Car"
BMW,3 Series,2016,Compact SUV,Petrol,Petrol,17,7,18,12.5,1250000,Mid Range,No,15.0 kmpl,15,"ESC, ABS, Hill Hold, ADAS, Sunroof, Touchscreen, AC, Ventilated Seats, Power Windows, Android Auto, HUD, Voice Control"
Maruti Suzuki,Baleno,2015,Compact SUV,Diesel,Diesel,10,7,18,12.5,1250000,Mid Range,No,26.2 kmpl,26.2,"EBD, ABS, 360 Camera, Touchscreen, AC, Leather Seats, Ventilated Seats, Voice Control"
BYD,Atto 3,2017,SUV,Diesel,Diesel,23,10,30,20.0,2000000,Upper Mid,No,18.4 kmpl,18.4,"ABS, 360 Camera, Hill Hold, Power Windows, Ventilated Seats, Touchscreen, AC, Apple CarPlay, Voice Control"
Nissan,Kicks,2016,Compact SUV,Diesel,Diesel,22,7,18,12.5,1250000,Mid Range,No,19.9 kmpl,19.9,"ADAS, ESC, EBD, Power Windows, Leather Seats, Sunroof, Connected Car, Wireless Charging"
Honda,City,2021,Sedan,Petrol,Petrol,8,6,15,10.5,1050000,Mid Range,No,20.5 kmpl,20.5,"ESC, 360 Camera, ABS, Cruise Control, AC, Leather Seats, Touchscreen, Wireless Charging"
BMW,3 Series,2023,Hatchback,Diesel,Diesel,17,3.5,8.5,6.0,600000,Entry Level,No,21.8 kmpl,21.8,"TPMS, Airbags, Touchscreen, Power Windows, AC, Sunroof, HUD, Android Auto, Voice Control"
Mercedes,C-Class,2023,Compact SUV,Petrol/CNG,Hybrid,12,7,18,12.5,1250000,Mid Range,No,29.0 kmpl,29,"EBD, 360 Camera, TPMS, Sunroof, Cruise Control, Leather Seats, AC, Ventilated Seats, Apple CarPlay, Android Auto"
Audi,Q5,2018,Electric SUV,Diesel,Diesel,19,12,25,18.5,1850000,Upper Mid,No,19.5 kmpl,19.5,"ABS, TPMS, ESC, Ventilated Seats, Sunroof, Touchscreen, Android Auto, Connected Car"
Volkswagen,Taigun,2018,Compact SUV,Petrol,Petrol,11,7,18,12.5,1250000,Mid Range,No,17.9 kmpl,17.9,"Airbags, ESC, ABS, Power Windows, Touchscreen, Ventilated Seats, Sunroof, AC, Apple CarPlay"
Audi,A4,2016,Hatchback,Diesel,Diesel,6,3.5,8.5,6.0,600000,Entry Level,No,27.3 kmpl,27.3,"ABS, TPMS, Airbags, Touchscreen, Cruise Control, Leather Seats, Voice Control"
BMW,X1,2022,Luxury,Diesel,Diesel,23,30,100,65.0,6500000,Luxury,No,23.6 kmpl,23.6,"ESC, ABS, TPMS, Touchscreen, Power Windows, Ventilated Seats, AC, Apple CarPlay, Wireless Charging"
Jeep,Compass,2023,Compact SUV,Petrol,Petrol,23,7,18,12.5,1250000,Mid Range,No,21.1 kmpl,21.1,"TPMS, Hill Hold, ESC, Leather Seats, Cruise Control, Touchscreen, Ventilated Seats, Sunroof, Wireless Charging, HUD"
Force,Gurkha,2021,Sedan,Petrol,Petrol,22,6,15,10.5,1050000,Mid Range,No,15.4 kmpl,15.4,"ESC, EBD, ADAS, 360 Camera, AC, Leather Seats, Power Windows, Sunroof, Ventilated Seats, Connected Car, Android Auto, Wireless Charging"
Lexus,RX,2023,SUV,Petrol,Petrol,4,10,30,20.0,2000000,Upper Mid,No,19.6 kmpl,19.6,"Airbags, 360 Camera, Hill Hold, Sunroof, AC, Ventilated Seats, Touchscreen, Power Windows, Android Auto, HUD, Voice Control"
Mahindra,Bolero,2022,Electric Hatchback,Petrol,Petrol,11,6,12,9.0,900000,Mid Range,No,21.1 kmpl,21.1,"Hill Hold, TPMS, Sunroof, Power Windows, Leather Seats, Cruise Control, Connected Car, Apple CarPlay, Wireless Charging"
Maruti Suzuki,Brezza,2019,SUV,Diesel,Diesel,11,10,30,20.0,2000000,Upper Mid,No,20.1 kmpl,20.1,"Hill Hold, ADAS, Leather Seats, Sunroof, AC, Cruise Control, Ventilated Seats, Connected Car"
Maruti Suzuki,Swift,2021,Electric Hatchback,Petrol,Petrol,15,6,12,9.0,900000,Mid Range,No,18.1 kmpl,18.1,"ESC, EBD, AC, Touchscreen, Sunroof, Cruise Control, Connected Car, Android Auto, Voice Control"
Volkswagen,Taigun,2017,SUV,Petrol,Petrol,22,10,30,20.0,2000000,Upper Mid,No,20.0 kmpl,20,"EBD, Hill Hold, TPMS, Sunroof, Touchscreen, AC, Voice Control, Apple CarPlay"
MG,ZS EV,2022,Sedan,Petrol,Petrol,3,6,15,10.5,1050000,Mid Range,No,18.8 kmpl,18.8,"TPMS, ESC, 360 Camera, Power Windows, AC, Touchscreen, Ventilated Seats, Sunroof, Wireless Charging, Connected Car"
MG,Comet EV,2020,Electric Hatchback,Petrol,Petrol,2,6,12,9.0,900000,Mid Range,No,23.1 kmpl,23.1,"Airbags, ADAS, ABS, 360 Camera, Power Windows, Touchscreen, Cruise Control, Leather Seats, Ventilated Seats, Connected Car"
Tata,Punch,2017,Sedan,Petrol,Petrol,15,6,15,10.5,1050000,Mid Range,No,23.0 kmpl,23,"360 Camera, ADAS, ESC, Hill Hold, Cruise Control, Touchscreen, Power Windows, Sunroof, Ventilated Seats, Wireless Charging"
Renault,Triber,2019,SUV,Petrol,Petrol,1,10,30,20.0,2000000,Upper Mid,No,24.5 kmpl,24.5,"360 Camera, ESC, Airbags, Leather Seats, Cruise Control, Touchscreen, Sunroof, Wireless Charging, Apple CarPlay"
Lexus,NX,2020,Compact SUV,Petrol,Petrol,2,7,18,12.5,1250000,Mid Range,No,16.0 kmpl,16,"Airbags, EBD, ESC, Ventilated Seats, Power Windows, Touchscreen, AC, Sunroof, Android Auto"
Nissan,Magnite,2018,Hatchback,Petrol,Petrol,25,3.5,8.5,6.0,600000,Entry Level,No,15.1 kmpl,15.1,"ABS, Airbags, Touchscreen, Leather Seats, Sunroof, Ventilated Seats, AC, Wireless Charging, Android Auto, Connected Car"
Hyundai,Aura,2023,Sedan,Electric,EV,12,7.2,19.5,13.4,1335000,Mid Range,Yes,427 km range,427,"ABS, ADAS, Power Windows, Leather Seats, Sunroof, Touchscreen, Cruise Control, Wireless Charging, Apple CarPlay"
Toyota,Fortuner,2016,SUV,Diesel,Diesel,18,10,30,20.0,2000000,Upper Mid,No,20.7 kmpl,20.7,"ESC, Airbags, 360 Camera, Touchscreen, Cruise Control, Sunroof, Power Windows, Connected Car, Wireless Charging, HUD"
Mercedes,A-Class,2019,MPV,Petrol,Petrol,13,8,20,14.0,1400000,Mid Range,No,23.9 kmpl,23.9,"ADAS, 360 Camera, ESC, Cruise Control, Power Windows, Ventilated Seats, AC, Sunroof, Voice Control"
Jeep,Compass,2019,Hatchback,Petrol,Petrol,25,3.5,8.5,6.0,600000,Entry Level,No,19.9 kmpl,19.9,"EBD, ESC, Touchscreen, Cruise Control, Ventilated Seats, Leather Seats, Sunroof, Wireless Charging"
Hyundai,Alcazar,2022,Electric Hatchback,Petrol,Petrol,8,6,12,9.0,900000,Mid Range,No,24.7 kmpl,24.7,"ESC, EBD, Touchscreen, Power Windows, Ventilated Seats, Connected Car, Apple CarPlay"
Toyota,Innova,2022,Compact SUV,Petrol/Diesel,Hybrid,7,7,18,12.5,1250000,Mid Range,No,15.1 kmpl,15.1,"Hill Hold, ABS, EBD, ADAS, Sunroof, Power Windows, AC, Leather Seats, Connected Car, HUD, Apple CarPlay"
Mahindra,Scorpio,2015,Compact SUV,Electric,EV,6,8.4,23.4,15.9,1590000,Upper Mid,Yes,361 km range,361,"TPMS, 360 Camera, ABS, AC, Touchscreen, Cruise Control, Ventilated Seats, Leather Seats, Apple CarPlay"
Renault,Kwid,2022,Compact SUV,Petrol,Petrol,25,7,18,12.5,1250000,Mid Range,No,21.7 kmpl,21.7,"TPMS, Hill Hold, ESC, Touchscreen, Sunroof, Leather Seats, HUD, Android Auto, Apple CarPlay"
Mercedes,C-Class,2020,Compact SUV,Diesel,Diesel,10,7,18,12.5,1250000,Mid Range,No,24.7 kmpl,24.7,"Airbags, TPMS, Ventilated Seats, Power Windows, AC, Touchscreen, Voice Control, Connected Car"
Citroen,C3,2015,Electric SUV,Diesel,Diesel,8,12,25,18.5,1850000,Upper Mid,No,22.1 kmpl,22.1,"Airbags, TPMS, ESC, AC, Ventilated Seats, Cruise Control, Leather Seats, Sunroof, HUD, Wireless Charging"
Mahindra,Scorpio,2019,Luxury,Electric,EV,6,36,130,83.0,8300000,Luxury,Yes,464 km range,464,"Hill Hold, EBD, Ventilated Seats, AC, Cruise Control, Touchscreen, HUD, Wireless Charging"
Nissan,Magnite,2023,Luxury,Petrol/CNG,Hybrid,10,30,100,65.0,6500000,Luxury,No,24.7 kmpl,24.7,"ESC, ABS, EBD, 360 Camera, Sunroof, Touchscreen, Cruise Control, Power Windows, Leather Seats, Android Auto"
Citroen,C3,2021,Hatchback,Diesel,Diesel,15,3.5,8.5,6.0,600000,Entry Level,No,24.3 kmpl,24.3,"EBD, TPMS, ADAS, Leather Seats, Power Windows, Ventilated Seats, Apple CarPlay"
Nissan,Magnite,2022,MPV,Petrol/CNG,Hybrid,5,8,20,14.0,1400000,Mid Range,No,20.1 kmpl,20.1,"TPMS, ADAS, Power Windows, Touchscreen, Cruise Control, Android Auto, Voice Control"
Jeep,Compass,2023,Hatchback,Electric,EV,11,4.2,11.05,7.6,762500,Entry Level,Yes,478 km range,478,"ESC, ADAS, ABS, Ventilated Seats, Cruise Control, AC, Leather Seats, Sunroof, Wireless Charging"
Hyundai,Exter,2015,Hatchback,Diesel,Diesel,1,3.5,8.5,6.0,600000,Entry Level,No,27.8 kmpl,27.8,"TPMS, 360 Camera, Hill Hold, ESC, AC, Leather Seats, Touchscreen, Cruise Control, Wireless Charging, Android Auto"
Mahindra,Scorpio,2017,Electric Hatchback,Diesel,Diesel,11,6,12,9.0,900000,Mid Range,No,24.9 kmpl,24.9,"Airbags, ABS, 360 Camera, ADAS, Power Windows, Cruise Control, Ventilated Seats, Leather Seats, Connected Car"
Maruti Suzuki,Brezza,2019,Luxury,Petrol,Petrol,9,30,100,65.0,6500000,Luxury,No,20.8 kmpl,20.8,"TPMS, ADAS, Ventilated Seats, Leather Seats, Power Windows, Touchscreen, Voice Control, Connected Car, Wireless Charging"
Renault,Kiger,2020,SUV,Petrol,Petrol,4,10,30,20.0,2000000,Upper Mid,No,19.8 kmpl,19.8,"Airbags, 360 Camera, Touchscreen, Power Windows, Cruise Control, HUD, Connected Car, Voice Control"
Audi,A4,2018,Compact SUV,Petrol,Petrol,5,7,18,12.5,1250000,Mid Range,No,21.2 kmpl,21.2,"ADAS, ESC, TPMS, Airbags, Ventilated Seats, Sunroof, Cruise Control, Power Windows, Voice Control, Wireless Charging"
Citroen,C3,2019,SUV,Petrol,Petrol,20,10,30,20.0,2000000,Upper Mid,No,19.3 kmpl,19.3,"Airbags, Hill Hold, ESC, Sunroof, Leather Seats, Ventilated Seats, Cruise Control, Apple CarPlay"
BYD,E6,2015,Compact SUV,Petrol,Petrol,12,7,18,12.5,1250000,Mid Range,No,21.2 kmpl,21.2,"Hill Hold, EBD, AC, Ventilated Seats, Touchscreen, Cruise Control, Power Windows, Voice Control, Connected Car"
Skoda,Slavia,2016,Compact SUV,Diesel,Diesel,2,7,18,12.5,1250000,Mid Range,No,25.0 kmpl,25,"ADAS, TPMS, Touchscreen, Sunroof, Leather Seats, Ventilated Seats, Cruise Control, Wireless Charging, Android Auto"
Maruti Suzuki,Fronx,2018,SUV,Petrol/CNG,Hybrid,18,10,30,20.0,2000000,Upper Mid,No,24.2 kmpl,24.2,"EBD, ADAS, AC, Leather Seats, Touchscreen, Wireless Charging"
Nissan,Kicks,2017,Hatchback,Diesel,Diesel,15,3.5,8.5,6.0,600000,Entry Level,No,20.8 kmpl,20.8,"Hill Hold, ABS, Airbags, Leather Seats, Power Windows, AC, Wireless Charging"
Lexus,RX,2016,SUV,Diesel,Diesel,9,10,30,20.0,2000000,Upper Mid,No,21.4 kmpl,21.4,"EBD, Airbags, 360 Camera, Ventilated Seats, Cruise Control, Touchscreen, Power Windows, Apple CarPlay, Voice Control, Connected Car"
Kia,Sonet,2021,Hatchback,Diesel,Diesel,2,3.5,8.5,6.0,600000,Entry Level,No,25.8 kmpl,25.8,"TPMS, Airbags, ABS, AC, Cruise Control, Leather Seats, Ventilated Seats, Touchscreen, Voice Control"
Toyota,Innova,2022,Sedan,Diesel,Diesel,8,6,15,10.5,1050000,Mid Range,No,23.4 kmpl,23.4,"Airbags, ABS, Hill Hold, EBD, Cruise Control, Sunroof, Ventilated Seats, AC, Power Windows, Voice Control, Connected Car"
Hyundai,Alcazar,2016,MPV,Diesel,Diesel,12,8,20,14.0,1400000,Mid Range,No,22.8 kmpl,22.8,"360 Camera, ESC, Cruise Control, Power Windows, Touchscreen, Leather Seats, Connected Car"
Tata,Punch,2016,Sedan,Diesel,Diesel,10,6,15,10.5,1050000,Mid Range,No,20.0 kmpl,20,"ESC, ABS, TPMS, EBD, Cruise Control, Leather Seats, Power Windows, Wireless Charging"
Tata,Tiago,2019,Compact SUV,Diesel,Diesel,11,7,18,12.5,1250000,Mid Range,No,20.4 kmpl,20.4,"Airbags, ABS, ADAS, EBD, AC, Power Windows, Ventilated Seats, Cruise Control, Voice Control, Android Auto"
Toyota,Camry,2022,Compact SUV,Petrol,Petrol,2,7,18,12.5,1250000,Mid Range,No,24.7 kmpl,24.7,"360 Camera, ESC, Hill Hold, TPMS, Cruise Control, Touchscreen, Ventilated Seats, Voice Control, Android Auto, Apple CarPlay"
BYD,Atto 3,2020,Hatchback,Petrol,Petrol,14,3.5,8.5,6.0,600000,Entry Level,No,18.4 kmpl,18.4,"ADAS, ESC, EBD, Power Windows, AC, Touchscreen, Sunroof, Ventilated Seats, HUD, Apple CarPlay"
BMW,X1,2023,Hatchback,Petrol/Diesel,Hybrid,22,3.5,8.5,6.0,600000,Entry Level,No,18.7 kmpl,18.7,"ABS, ADAS, Cruise Control, Touchscreen, Sunroof, Power Windows, Wireless Charging, HUD, Android Auto"
Mercedes,GLA,2021,Hatchback,Petrol,Petrol,3,3.5,8.5,6.0,600000,Entry Level,No,21.5 kmpl,21.5,"TPMS, 360 Camera, Hill Hold, Cruise Control, Touchscreen, Ventilated Seats, Sunroof, AC, HUD"
Tata,Punch,2020,Compact SUV,Petrol,Petrol,8,7,18,12.5,1250000,Mid Range,No,18.0 kmpl,18,"Airbags, Hill Hold, ABS, Ventilated Seats, AC, Power Windows, Cruise Control, Sunroof, Android Auto, Wireless Charging"
Citroen,C3,2022,Sedan,Diesel,Diesel,18,6,15,10.5,1050000,Mid Range,No,27.1 kmpl,27.1,"Airbags, ADAS, ESC, Sunroof, Ventilated Seats, Power Windows, Touchscreen, Android Auto"
Audi,Q5,2022,Sedan,Petrol/CNG,Hybrid,4,6,15,10.5,1050000,Mid Range,No,22.5 kmpl,22.5,"360 Camera, ESC, Ventilated Seats, Power Windows, Leather Seats, Apple CarPlay"
Force,Gurkha,2022,Compact SUV,Electric,EV,6,8.4,23.4,15.9,1590000,Upper Mid,Yes,271 km range,271,"360 Camera, ESC, ADAS, TPMS, AC, Touchscreen, Cruise Control, Connected Car"
Mahindra,Bolero,2015,Sedan,Petrol,Petrol,3,6,15,10.5,1050000,Mid Range,No,25.0 kmpl,25,"EBD, 360 Camera, Airbags, ESC, Leather Seats, AC, Ventilated Seats, Power Windows, Cruise Control, Apple CarPlay, Connected Car"
Toyota,Innova,2020,SUV,Diesel,Diesel,19,10,30,20.0,2000000,Upper Mid,No,19.1 kmpl,19.1,"ESC, EBD, Airbags, ABS, Ventilated Seats, Cruise Control, AC, Touchscreen, Power Windows, Connected Car, Wireless Charging, Apple CarPlay"
Force,Gurkha,2016,Sedan,Electric,EV,20,7.2,19.5,13.4,1335000,Mid Range,Yes,213 km range,213,"Hill Hold, ADAS, AC, Cruise Control, Sunroof, Ventilated Seats, HUD, Connected Car"
Volkswagen,Virtus,2018,Compact SUV,Petrol,Petrol,1,7,18,12.5,1250000,Mid Range,No,16.1 kmpl,16.1,"TPMS, Airbags, Ventilated Seats, Sunroof, Cruise Control, Touchscreen, Leather Seats, Connected Car, Android Auto, Apple CarPlay"
Mercedes,C-Class,2022,Compact SUV,Petrol,Petrol,1,7,18,12.5,1250000,Mid Range,No,15.7 kmpl,15.7,"ESC, Hill Hold, EBD, Touchscreen, Cruise Control, Power Windows, Ventilated Seats, Voice Control, Apple CarPlay, Wireless Charging"
Hyundai,Alcazar,2021,Compact SUV,Petrol,Petrol,18,7,18,12.5,1250000,Mid Range,No,20.5 kmpl,20.5,"Hill Hold, TPMS, Leather Seats, Cruise Control, AC, HUD"
Mahindra,Bolero,2016,Sedan,Petrol,Petrol,10,6,15,10.5,1050000,Mid Range,No,16.3 kmpl,16.3,"ABS, Airbags, Touchscreen, Power Windows, Cruise Control, Wireless Charging"
Mercedes,A-Class,2018,Hatchback,Petrol,Petrol,25,3.5,8.5,6.0,600000,Entry Level,No,18.3 kmpl,18.3,"ESC, TPMS, ABS, Leather Seats, Power Windows, Touchscreen, HUD"
Skoda,Superb,2016,Electric SUV,Petrol/CNG,Hybrid,10,12,25,18.5,1850000,Upper Mid,No,22.6 kmpl,22.6,"ESC, Hill Hold, Cruise Control, Ventilated Seats, Leather Seats, Wireless Charging"
Skoda,Superb,2020,Sedan,Diesel,Diesel,6,6,15,10.5,1050000,Mid Range,No,25.5 kmpl,25.5,"Airbags, Hill Hold, Power Windows, Ventilated Seats, Sunroof, AC, Touchscreen, Apple CarPlay, Voice Control, Android Auto"
Toyota,Camry,2016,Sedan,Petrol,Petrol,17,6,15,10.5,1050000,Mid Range,No,25.0 kmpl,25,"TPMS, ESC, ABS, Airbags, Leather Seats, Sunroof, Touchscreen, Apple CarPlay"
Toyota,Fortuner,2023,Compact SUV,Petrol,Petrol,16,7,18,12.5,1250000,Mid Range,No,18.7 kmpl,18.7,"Airbags, EBD, ESC, Sunroof, Touchscreen, Ventilated Seats, Leather Seats, AC, Voice Control"
Honda,City,2018,Hatchback,Petrol/CNG,Hybrid,2,3.5,8.5,6.0,600000,Entry Level,No,20.1 kmpl,20.1,"EBD, TPMS, Power Windows, Sunroof, Cruise Control, Leather Seats, Touchscreen, Connected Car, HUD, Android Auto"
Lexus,ES,2020,Hatchback,Petrol,Petrol,10,3.5,8.5,6.0,600000,Entry Level,No,16.9 kmpl,16.9,"Hill Hold, ABS, Cruise Control, Power Windows, Leather Seats, Apple CarPlay"
Volkswagen,Virtus,2021,Compact SUV,Petrol,Petrol,16,7,18,12.5,1250000,Mid Range,No,17.3 kmpl,17.3,"ESC, ABS, Sunroof, Ventilated Seats, Touchscreen, Apple CarPlay, Wireless Charging"
Toyota,Innova,2018,Compact SUV,Diesel,Diesel,9,7,18,12.5,1250000,Mid Range,No,19.4 kmpl,19.4,"EBD, TPMS, ADAS, Cruise Control, Power Windows, Touchscreen, Voice Control"
BYD,Atto 3,2020,Hatchback,Diesel,Diesel,3,3.5,8.5,6.0,600000,Entry Level,No,20.4 kmpl,20.4,"EBD, Airbags, Touchscreen, Power Windows, AC, Sunroof, Cruise Control, Android Auto, Voice Control"
Jeep,Compass,2022,Compact SUV,Petrol,Petrol,8,7,18,12.5,1250000,Mid Range,No,18.9 kmpl,18.9,"ABS, ADAS, Cruise Control, Touchscreen, Ventilated Seats, Sunroof, Power Windows, Connected Car, Voice Control"
Toyota,Hilux,2019,Electric SUV,Petrol,Petrol,6,12,25,18.5,1850000,Upper Mid,No,22.0 kmpl,22,"360 Camera, ESC, TPMS, AC, Leather Seats, Sunroof, Cruise Control, Voice Control, Android Auto, Apple CarPlay"
MG,ZS EV,2019,Hatchback,Diesel,Diesel,12,3.5,8.5,6.0,600000,Entry Level,No,23.1 kmpl,23.1,"Airbags, ADAS, EBD, Ventilated Seats, Sunroof, Power Windows, AC, Leather Seats, Wireless Charging"
Tata,Tiago,2022,Luxury,Petrol,Petrol,17,30,100,65.0,6500000,Luxury,No,18.5 kmpl,18.5,"ABS, ADAS, Hill Hold, Cruise Control, Touchscreen, Ventilated Seats, Leather Seats, Connected Car, Voice Control"
Jeep,Compass,2020,Compact SUV,Diesel,Diesel,6,7,18,12.5,1250000,Mid Range,No,23.2 kmpl,23.2,"Hill Hold, ABS, ESC, Airbags, Touchscreen, Sunroof, Leather Seats, Android Auto"
Lexus,RX,2017,Compact SUV,Petrol/CNG,Hybrid,23,7,18,12.5,1250000,Mid Range,No,26.0 kmpl,26,"TPMS, Airbags, 360 Camera, ABS, Leather Seats, Power Windows, AC, Cruise Control, Ventilated Seats, Apple CarPlay"
Toyota,Hilux,2023,SUV,Petrol/CNG,Hybrid,24,10,30,20.0,2000000,Upper Mid,No,28.1 kmpl,28.1,"ABS, ESC, Power Windows, Leather Seats, Ventilated Seats, Touchscreen, Connected Car"
Lexus,ES,2021,Compact SUV,Petrol,Petrol,17,7,18,12.5,1250000,Mid Range,No,21.5 kmpl,21.5,"ESC, 360 Camera, ADAS, Airbags, Power Windows, Sunroof, Touchscreen, Leather Seats, Voice Control, HUD"
Mahindra,Bolero,2018,Electric SUV,Petrol,Petrol,9,12,25,18.5,1850000,Upper Mid,No,23.5 kmpl,23.5,"ADAS, Airbags, AC, Touchscreen, Power Windows, Ventilated Seats, Apple CarPlay, HUD"
Renault,Kwid,2023,SUV,Diesel,Diesel,22,10,30,20.0,2000000,Upper Mid,No,23.1 kmpl,23.1,"Hill Hold, TPMS, Power Windows, AC, Leather Seats, Touchscreen, Voice Control, Wireless Charging"
BMW,3 Series,2022,Electric Hatchback,Petrol,Petrol,6,6,12,9.0,900000,Mid Range,No,15.4 kmpl,15.4,"EBD, TPMS, Hill Hold, Touchscreen, Ventilated Seats, AC, Cruise Control, Apple CarPlay, Connected Car, Voice Control"
Renault,Kwid,2022,Hatchback,Petrol/Diesel,Hybrid,10,3.5,8.5,6.0,600000,Entry Level,No,17.5 kmpl,17.5,"ESC, TPMS, Hill Hold, ABS, Power Windows, Touchscreen, Ventilated Seats, HUD, Voice Control"
Nissan,Magnite,2015,Compact SUV,Petrol,Petrol,1,7,18,12.5,1250000,Mid Range,No,19.8 kmpl,19.8,"ESC, Hill Hold, TPMS, 360 Camera, Leather Seats, Cruise Control, AC, Voice Control"
Renault,Triber,2023,Hatchback,Electric,EV,7,4.2,11.05,7.6,762500,Entry Level,Yes,388 km range,388,"Hill Hold, 360 Camera, ESC, ADAS, Sunroof, AC, Ventilated Seats, Cruise Control, Wireless Charging, HUD"
Toyota,Urban Cruiser,2023,Compact SUV,Petrol,Petrol,10,7,18,12.5,1250000,Mid Range,No,15.6 kmpl,15.6,"Hill Hold, ADAS, ABS, ESC, Ventilated Seats, AC, Leather Seats, Sunroof, Power Windows, HUD"
Jeep,Meridian,2016,Hatchback,Petrol,Petrol,24,3.5,8.5,6.0,600000,Entry Level,No,19.4 kmpl,19.4,"ADAS, TPMS, ESC, Hill Hold, Sunroof, Touchscreen, Cruise Control, Android Auto"
Toyota,Hilux,2018,Electric Hatchback,Diesel,Diesel,4,6,12,9.0,900000,Mid Range,No,21.5 kmpl,21.5,"ABS, Airbags, EBD, AC, Leather Seats, Sunroof, Power Windows, HUD"
